tab	specimens
specimen	experiments	sample	dir_alpha95	dir_comp	dir_dec	dir_inc	dir_n_comps	dir_n_measurements	dir_tilt_correction	dir_dang	dir_mad_free	meas_step_max	meas_step_min	meas_step_unit	analysts	instrument_codes	software_packages	int_corr	citations	method_codes	result_quality	volume	weight
CS6-8a	CS6-8a_LP-DIR-T	CS6-8		mt	279.4	-0.4	1.0	11.0	0.0	4.2	1.5	853.0	773.0	K		hargrave 2021-09-25 18:33:38	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
CS6-8a		CS6-8																	This study	LP-NOMAG			
CS7-1a	CS7-1a_LP-DIR-T	CS7-1		lt	66.9	22.5	1.0	5.0	100.0	17.1	2.7	523.0	273.0	K		hargrave 2021-07-21 08:52:20	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		
CS7-1a	CS7-1a_LP-DIR-T	CS7-1		lt	16.7	54.1	1.0	5.0	0.0	17.1	2.7	523.0	273.0	K		hargrave 2021-07-21 08:52:20	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
CS7-1a	CS7-1a_LP-DIR-T	CS7-1		lt	92.4	65.2	1.0	5.0	-1.0	17.1	2.7	523.0	273.0	K		hargrave 2021-07-21 08:52:20	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
CS7-1a		CS7-1																	This study	LP-NOMAG			
CS7-2a	CS7-2a_LP-DIR-T	CS7-2		lt	4.7	66.9	1.0	5.0	0.0	17.0	3.1	523.0	273.0	K		hargrave 2021-07-21 08:53:53	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
CS7-2a	CS7-2a_LP-DIR-T	CS7-2		lt	79.8	30.5	1.0	5.0	100.0	17.0	3.1	523.0	273.0	K		hargrave 2021-07-21 08:53:53	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		
CS7-2a		CS7-2																	This study	LP-NOMAG			
CS7-2a	CS7-2a_LP-DIR-T	CS7-2		lt	233.9	72.4	1.0	5.0	-1.0	17.0	3.1	523.0	273.0	K		hargrave 2021-07-21 08:53:53	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
CS7-3a		CS7-3																	This study	LP-NOMAG			
CS7-3a	CS7-3a_LP-DIR-T	CS7-3		lt	285.3	76.9	1.0	5.0	-1.0	16.9	8.5	523.0	273.0	K		hargrave 2021-07-21 08:55:24	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
CS7-3a	CS7-3a_LP-DIR-T	CS7-3		lt	13.4	59.1	1.0	5.0	0.0	16.9	8.5	523.0	273.0	K		hargrave 2021-07-21 08:55:24	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
CS7-3a	CS7-3a_LP-DIR-T	CS7-3		lt	71.6	25.6	1.0	5.0	100.0	16.9	8.5	523.0	273.0	K		hargrave 2021-07-21 08:55:24	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		
CS7-4a		CS7-4																	This study	LP-NOMAG			
CS7-5a	CS7-5a_LP-DIR-T	CS7-5		lt	146.2	41.4	2.0	5.0	-1.0	21.5	0.9	523.0	273.0	K		hargrave 2021-07-21 08:58:16	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
CS7-5a	CS7-5a_LP-DIR-T	CS7-5		mt	14.2	50.4	2.0	15.0	-1.0	26.7	8.9	858.0	773.0	K		hargrave 2021-07-21 08:58:16	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
CS7-5a	CS7-5a_LP-DIR-T	CS7-5		lt	9.5	60.0	2.0	5.0	0.0	21.5	0.9	523.0	273.0	K		hargrave 2021-07-21 08:58:16	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
CS7-5a	CS7-5a_LP-DIR-T	CS7-5		mt	333.9	38.5	2.0	15.0	100.0	26.7	8.9	858.0	773.0	K		hargrave 2021-07-21 08:58:16	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		
CS7-5a	CS7-5a_LP-DIR-T	CS7-5		lt	72.2	27.7	2.0	5.0	100.0	21.5	0.9	523.0	273.0	K		hargrave 2021-07-21 08:58:16	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		
CS7-5a		CS7-5																	This study	LP-NOMAG			
CS7-5a	CS7-5a_LP-DIR-T	CS7-5		mt	322.2	-9.6	2.0	15.0	0.0	26.7	8.9	858.0	773.0	K		hargrave 2021-07-21 08:58:16	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
CS7-6a	CS7-6a_LP-DIR-T	CS7-6		lt	67.8	26.0	1.0	5.0	100.0	13.7	2.6	523.0	273.0	K		hargrave 2021-07-08 18:43:03	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		
CS7-6a	CS7-6a_LP-DIR-T	CS7-6		lt	11.2	55.9	1.0	5.0	0.0	13.7	2.6	523.0	273.0	K		hargrave 2021-07-08 18:43:03	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
CS7-6a	CS7-6a_LP-DIR-T	CS7-6		lt	95.2	66.7	1.0	5.0	-1.0	13.7	2.6	523.0	273.0	K		hargrave 2021-07-08 18:43:03	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
CS7-6a		CS7-6																	This study	LP-NOMAG			
CS7-7a		CS7-7																	This study	LP-NOMAG			
CS7-7a	CS7-7a_LP-DIR-T	CS7-7		lt	105.7	74.2	1.0	5.0	-1.0	13.5	0.8	523.0	273.0	K		hargrave 2021-07-08 18:44:09	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
CS7-7a	CS7-7a_LP-DIR-T	CS7-7		lt	9.1	64.6	1.0	5.0	0.0	13.5	0.8	523.0	273.0	K		hargrave 2021-07-08 18:44:09	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
CS7-7a	CS7-7a_LP-DIR-T	CS7-7		lt	77.3	28.6	1.0	5.0	100.0	13.5	0.8	523.0	273.0	K		hargrave 2021-07-08 18:44:09	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		
CS7-8a	CS7-8a_LP-DIR-T	CS7-8		mt	16.6	31.3	2.0	11.0	-1.0	19.9	13.6	849.0	773.0	K		hargrave 2021-07-08 18:45:18	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
CS7-8a	CS7-8a_LP-DIR-T	CS7-8		lt	135.6	49.1	2.0	5.0	-1.0	21.1	2.0	523.0	273.0	K		hargrave 2021-07-08 18:45:18	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
CS7-8a	CS7-8a_LP-DIR-T	CS7-8		mt	327.9	46.2	2.0	11.0	100.0	19.9	13.6	849.0	773.0	K		hargrave 2021-07-08 18:45:18	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		
CS7-8a	CS7-8a_LP-DIR-T	CS7-8		lt	15.9	61.9	2.0	5.0	0.0	21.1	2.0	523.0	273.0	K		hargrave 2021-07-08 18:45:18	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
CS7-8a		CS7-8																	This study	LP-NOMAG			
CS7-8a	CS7-8a_LP-DIR-T	CS7-8		lt	74.9	25.1	2.0	5.0	100.0	21.1	2.0	523.0	273.0	K		hargrave 2021-07-08 18:45:18	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		
CS7-8a	CS7-8a_LP-DIR-T	CS7-8		mt	313.8	-6.4	2.0	11.0	0.0	19.9	13.6	849.0	773.0	K		hargrave 2021-07-08 18:45:18	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
CS7-9a		CS7-9																	This study	LP-NOMAG			
CS7-9a	CS7-9a_LP-DIR-T	CS7-9		lt	143.1	29.0	1.0	5.0	-1.0	30.2	5.2	523.0	273.0	K		hargrave 2021-06-17 16:40:52	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
CS7-9a	CS7-9a_LP-DIR-T	CS7-9		lt	18.4	58.1	1.0	5.0	0.0	30.2	5.2	523.0	273.0	K		hargrave 2021-06-17 16:40:52	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
CS7-9a	CS7-9a_LP-DIR-T	CS7-9		lt	71.4	22.9	1.0	5.0	100.0	30.2	5.2	523.0	273.0	K		hargrave 2021-06-17 16:40:52	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		
CS8-1a	CS8-1a_LP-DIR-T	CS8-1		lt	67.2	45.9	2.0	14.0	100.0	55.2	11.8	748.0	273.0	K		hargrave 2021-07-07 16:46:53	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		
CS8-1a	CS8-1a_LP-DIR-T	CS8-1		mt	291.2	55.8	2.0	7.0	100.0	3.3	2.5	847.0	823.0	K		hargrave 2021-07-07 16:46:53	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		
CS8-1a	CS8-1a_LP-DIR-T	CS8-1		lt	10.1	39.9	2.0	14.0	0.0	55.2	11.8	748.0	273.0	K		hargrave 2021-07-07 16:46:53	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
CS8-1a	CS8-1a_LP-DIR-T	CS8-1		mt	301.3	3.2	2.0	7.0	0.0	3.3	2.5	847.0	823.0	K		hargrave 2021-07-07 16:46:53	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
CS8-1a	CS8-1a_LP-DIR-T	CS8-1		mt	342.6	47.0	2.0	7.0	-1.0	3.3	2.5	847.0	823.0	K		hargrave 2021-07-07 16:46:53	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
CS8-1a		CS8-1																	This study	LP-NOMAG			
CS8-1a	CS8-1a_LP-DIR-T	CS8-1		lt	103.8	48.5	2.0	14.0	-1.0	55.2	11.8	748.0	273.0	K		hargrave 2021-07-07 16:46:53	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
CS8-2a	CS8-2a_LP-DIR-T	CS8-2		lt	107.9	50.4	2.0	14.0	-1.0	49.3	7.0	748.0	273.0	K		hargrave 2021-07-21 08:59:40	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
CS8-2a	CS8-2a_LP-DIR-T	CS8-2		lt	10.3	43.1	2.0	14.0	0.0	49.3	7.0	748.0	273.0	K		hargrave 2021-07-21 08:59:40	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
CS8-2a	CS8-2a_LP-DIR-T	CS8-2		mt	307.8	-0.7	2.0	6.0	0.0	0.0	1.3	838.0	788.0	K		hargrave 2021-07-21 08:59:40	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g		
CS8-2a	CS8-2a_LP-DIR-T	CS8-2		mt	303.7	53.5	2.0	6.0	100.0	0.0	1.3	838.0	788.0	K		hargrave 2021-07-21 08:59:40	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g		
CS8-2a	CS8-2a_LP-DIR-T	CS8-2		lt	71.7	46.3	2.0	14.0	100.0	49.3	7.0	748.0	273.0	K		hargrave 2021-07-21 08:59:40	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		
CS8-2a	CS8-2a_LP-DIR-T	CS8-2		mt	351.2	44.0	2.0	6.0	-1.0	0.0	1.3	838.0	788.0	K		hargrave 2021-07-21 08:59:40	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g		
CS8-2a		CS8-2																	This study	LP-NOMAG			
CS8-3a		CS8-3																	This study	LP-NOMAG			
CS8-3a	CS8-3a_LP-DIR-T	CS8-3		mt	287.3	48.8	2.0	4.0	100.0	0.0	10.3	833.0	803.0	K		hargrave 2021-06-18 09:57:29	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g		
CS8-3a	CS8-3a_LP-DIR-T	CS8-3		lt	86.3	49.2	2.0	9.0	100.0	27.4	7.3	673.0	273.0	K		hargrave 2021-06-18 09:57:29	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		
CS8-3a	CS8-3a_LP-DIR-T	CS8-3		mt	296.7	-2.6	2.0	4.0	0.0	0.0	10.3	833.0	803.0	K		hargrave 2021-06-18 09:57:29	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g		
CS8-3a	CS8-3a_LP-DIR-T	CS8-3		lt	6.9	53.0	2.0	9.0	0.0	27.4	7.3	673.0	273.0	K		hargrave 2021-06-18 09:57:29	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
CS8-3a	CS8-3a_LP-DIR-T	CS8-3		mt	347.0	36.7	2.0	4.0	-1.0	0.0	10.3	833.0	803.0	K		hargrave 2021-06-18 09:57:29	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g		
CS8-3a	CS8-3a_LP-DIR-T	CS8-3		lt	118.4	53.8	2.0	9.0	-1.0	27.4	7.3	673.0	273.0	K		hargrave 2021-06-18 09:57:29	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
CS8-4a	CS8-4a_LP-DIR-T	CS8-4		mt	305.1	6.6	2.0	6.0	0.0	0.0	2.1	844.0	813.0	K		hargrave 2021-07-21 09:01:03	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g		
CS8-4a	CS8-4a_LP-DIR-T	CS8-4		lt	21.4	35.4	2.0	13.0	0.0	69.4	18.4	723.0	273.0	K		hargrave 2021-07-21 09:01:03	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
CS8-4a	CS8-4a_LP-DIR-T	CS8-4		mt	342.0	27.7	2.0	6.0	-1.0	0.0	2.1	844.0	813.0	K		hargrave 2021-07-21 09:01:03	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g		
CS8-4a	CS8-4a_LP-DIR-T	CS8-4		lt	77.5	43.5	2.0	13.0	-1.0	69.4	18.4	723.0	273.0	K		hargrave 2021-07-21 09:01:03	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
CS8-4a	CS8-4a_LP-DIR-T	CS8-4		lt	65.0	36.0	2.0	13.0	100.0	69.4	18.4	723.0	273.0	K		hargrave 2021-07-21 09:01:03	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		
CS8-4a	CS8-4a_LP-DIR-T	CS8-4		mt	296.4	60.1	2.0	6.0	100.0	0.0	2.1	844.0	813.0	K		hargrave 2021-07-21 09:01:03	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g		
CS8-4a		CS8-4																	This study	LP-NOMAG			
CS8-5a	CS8-5a_LP-DIR-T	CS8-5		mt	336.1	27.7	2.0	5.0	-1.0	1.0	6.7	838.0	803.0	K		hargrave 2021-07-07 16:54:33	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
CS8-5a	CS8-5a_LP-DIR-T	CS8-5		lt	117.1	56.8	2.0	9.0	-1.0	77.9	25.6	673.0	273.0	K		hargrave 2021-07-07 16:54:33	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
CS8-5a	CS8-5a_LP-DIR-T	CS8-5		lt	95.8	36.2	2.0	9.0	100.0	77.9	25.6	673.0	273.0	K		hargrave 2021-07-07 16:54:33	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		
CS8-5a	CS8-5a_LP-DIR-T	CS8-5		mt	282.4	54.2	2.0	5.0	100.0	1.0	6.7	838.0	803.0	K		hargrave 2021-07-07 16:54:33	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		
CS8-5a		CS8-5																	This study	LP-NOMAG			
CS8-5a	CS8-5a_LP-DIR-T	CS8-5		mt	296.0	3.6	2.0	5.0	0.0	1.0	6.7	838.0	803.0	K		hargrave 2021-07-07 16:54:33	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
CS8-5a	CS8-5a_LP-DIR-T	CS8-5		lt	30.9	59.5	2.0	9.0	0.0	77.9	25.6	673.0	273.0	K		hargrave 2021-07-07 16:54:33	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
CS8-6a	CS8-6a_LP-DIR-T	CS8-6		mt	14.2	28.3	1.0	6.0	-1.0	0.0	0.7	844.0	813.0	K		hargrave 2021-07-21 09:02:30	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g		
CS8-6a	CS8-6a_LP-DIR-T	CS8-6		mt	319.7	6.9	1.0	6.0	0.0	0.0	0.7	844.0	813.0	K		hargrave 2021-07-21 09:02:30	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g		
CS8-6a	CS8-6a_LP-DIR-T	CS8-6		mt	326.0	60.9	1.0	6.0	100.0	0.0	0.7	844.0	813.0	K		hargrave 2021-07-21 09:02:30	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g		
CS8-6a		CS8-6																	This study	LP-NOMAG			
CS8-7a	CS8-7a_LP-DIR-T	CS8-7		mt	311.5	11.9	1.0	7.0	0.0	0.0	2.5	849.0	823.0	K		hargrave 2021-07-21 09:04:00	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g		
CS8-7a	CS8-7a_LP-DIR-T	CS8-7		mt	308.4	66.4	1.0	7.0	100.0	0.0	2.5	849.0	823.0	K		hargrave 2021-07-21 09:04:00	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g		
CS8-7a	CS8-7a_LP-DIR-T	CS8-7		mt	63.9	27.6	1.0	7.0	-1.0	0.0	2.5	849.0	823.0	K		hargrave 2021-07-21 09:04:00	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g		
CS8-7a		CS8-7																	This study	LP-NOMAG			
CS8-8a	CS8-8a_LP-DIR-T	CS8-8		mt	280.6	63.6	2.0	6.0	100.0	22.5	17.9	847.0	823.0	K		hargrave 2021-07-21 09:05:45	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		
CS8-8a	CS8-8a_LP-DIR-T	CS8-8		mt	299.3	12.4	2.0	6.0	0.0	22.5	17.9	847.0	823.0	K		hargrave 2021-07-21 09:05:45	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
CS8-8a	CS8-8a_LP-DIR-T	CS8-8		lt	10.1	67.1	2.0	4.0	0.0	45.4	2.3	473.0	273.0	K		hargrave 2021-07-21 09:05:45	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
CS8-8a	CS8-8a_LP-DIR-T	CS8-8		mt	124.4	-19.4	2.0	6.0	-1.0	22.5	17.9	847.0	823.0	K		hargrave 2021-07-21 09:05:45	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
CS8-8a	CS8-8a_LP-DIR-T	CS8-8		lt	187.2	16.0	2.0	4.0	-1.0	45.4	2.3	473.0	273.0	K		hargrave 2021-07-21 09:05:45	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
CS8-8a		CS8-8																	This study	LP-NOMAG			
CS8-8a	CS8-8a_LP-DIR-T	CS8-8		lt	106.3	45.2	2.0	4.0	100.0	45.4	2.3	473.0	273.0	K		hargrave 2021-07-21 09:05:45	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		
CS8-9a	CS8-9a_LP-DIR-T	CS8-9		mt	355.6	48.7	1.0	9.0	-1.0	0.0	1.0	849.0	803.0	K		hargrave 2021-07-21 09:08:31	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g		
CS8-9a	CS8-9a_LP-DIR-T	CS8-9		mt	309.2	4.8	1.0	9.0	0.0	0.0	1.0	849.0	803.0	K		hargrave 2021-07-21 09:08:31	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g		
CS8-9a	CS8-9a_LP-DIR-T	CS8-9		mt	304.9	59.1	1.0	9.0	100.0	0.0	1.0	849.0	803.0	K		hargrave 2021-07-21 09:08:31	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g		
CS8-9a		CS8-9																	This study	LP-NOMAG			
CS9-1a	CS9-1a_LP-DIR-T	CS9-1		mt	93.2	-10.6	2.0	9.0	-1.0	60.2	41.3	841.0	813.0	K		hargrave 2021-07-07 17:01:33	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
CS9-1a	CS9-1a_LP-DIR-T	CS9-1		lt	7.9	62.1	2.0	5.0	0.0	53.1	1.6	523.0	273.0	K		hargrave 2021-07-07 17:01:33	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
CS9-1a	CS9-1a_LP-DIR-T	CS9-1		lt	99.7	47.3	2.0	5.0	100.0	53.1	1.6	523.0	273.0	K		hargrave 2021-07-07 17:01:33	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		
CS9-1a	CS9-1a_LP-DIR-T	CS9-1		mt	293.3	45.1	2.0	9.0	100.0	60.2	41.3	841.0	813.0	K		hargrave 2021-07-07 17:01:33	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		
CS9-1a	CS9-1a_LP-DIR-T	CS9-1		mt	299.4	-7.4	2.0	9.0	0.0	60.2	41.3	841.0	813.0	K		hargrave 2021-07-07 17:01:33	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
CS9-1a	CS9-1a_LP-DIR-T	CS9-1		lt	172.8	31.6	2.0	5.0	-1.0	53.1	1.6	523.0	273.0	K		hargrave 2021-07-07 17:01:33	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
CS9-1a		CS9-1																	This study	LP-NOMAG			
CS9-2a	CS9-2a_LP-DIR-T	CS9-2		mt	318.9	55.6	2.0	7.0	100.0	16.9	12.3	841.0	788.0	K		hargrave 2021-07-07 17:03:02	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		
CS9-2a	CS9-2a_LP-DIR-T	CS9-2		lt	99.3	40.6	2.0	3.0	100.0	38.5	0.0	423.0	273.0	K		hargrave 2021-07-07 17:03:02	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		
CS9-2a	CS9-2a_LP-DIR-T	CS9-2		lt	22.4	62.6	2.0	3.0	0.0	38.5	0.0	423.0	273.0	K		hargrave 2021-07-07 17:03:02	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
CS9-2a	CS9-2a_LP-DIR-T	CS9-2		mt	116.6	-15.5	2.0	7.0	-1.0	16.9	12.3	841.0	788.0	K		hargrave 2021-07-07 17:03:02	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
CS9-2a	CS9-2a_LP-DIR-T	CS9-2		lt	183.3	28.7	2.0	3.0	-1.0	38.5	0.0	423.0	273.0	K		hargrave 2021-07-07 17:03:02	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
CS9-2a	CS9-2a_LP-DIR-T	CS9-2		mt	316.6	1.1	2.0	7.0	0.0	16.9	12.3	841.0	788.0	K		hargrave 2021-07-07 17:03:02	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
CS9-2a		CS9-2																	This study	LP-NOMAG			
CS9-3a		CS9-3																	This study	LP-NOMAG			
CS9-3a	CS9-3a_LP-DIR-T	CS9-3		lt	180.0	20.2	2.0	3.0	-1.0	37.5	0.8	423.0	273.0	K		hargrave 2021-07-07 17:04:33	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
CS9-3a	CS9-3a_LP-DIR-T	CS9-3		mt	108.3	-21.7	2.0	4.0	-1.0	42.6	12.8	838.0	823.0	K		hargrave 2021-07-07 17:04:33	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
CS9-3a	CS9-3a_LP-DIR-T	CS9-3		lt	25.1	58.2	2.0	3.0	0.0	37.5	0.8	423.0	273.0	K		hargrave 2021-07-07 17:04:33	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
CS9-3a	CS9-3a_LP-DIR-T	CS9-3		mt	322.5	-6.4	2.0	4.0	0.0	42.6	12.8	838.0	823.0	K		hargrave 2021-07-07 17:04:33	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
CS9-3a	CS9-3a_LP-DIR-T	CS9-3		lt	93.7	39.0	2.0	3.0	100.0	37.5	0.8	423.0	273.0	K		hargrave 2021-07-07 17:04:33	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		
